Team,HS,AS,HST,AST,HC,AC,HO,AO,HY,AY,HR,AR,WinStreakHome,LossStreakHome,WinStreakAway,LossStreakAway,HomeTeamForm,AwayTeamForm
Cowdenbeath,7.8,7.8,3.2,3.6,4.2,5.0,0.0,0.0,1.6,2.2,0.0,0.0,0.6,0.8,1.0,2.6,5.8,3.0
Vicenza,16.0,11.0,5.4,4.2,6.8,3.6,0.0,0.0,2.8,3.4,0.0,0.4,0.6,1.0,1.2,1.4,5.2,4.4
Laval,14.8,10.6,4.6,4.4,5.4,4.6,0.0,0.0,1.6,2.0,0.2,0.2,0.4,0.8,0.8,1.0,5.0,4.0
Estoril,12.4,12.2,5.2,4.4,6.6,4.8,0.0,0.0,4.4,3.2,0.2,0.2,5.2,0.0,0.0,6.2,2.4,2.0
Spartans,6.0,8.0,2.8,3.2,3.2,5.8,0.0,0.0,1.0,1.0,0.0,0.2,3.6,0.2,1.6,1.0,2.2,4.6
Ferrol,14.4,9.4,3.8,4.0,3.4,4.2,0.0,0.0,1.2,4.0,0.0,0.0,0.6,0.8,0.8,0.8,4.2,4.8
Bath City,9.0,7.4,4.8,3.8,4.0,6.0,0.0,0.0,0.4,0.8,0.0,0.2,1.6,0.6,1.0,2.0,3.8,4.6
Arles,14.8,9.4,4.4,3.4,6.6,2.8,0.0,0.0,1.4,1.8,0.0,0.2,0.8,3.0,2.0,1.8,6.0,5.4
Sociedad B,11.0,9.6,3.0,3.2,5.8,3.4,0.0,0.0,1.8,2.2,0.0,0.0,1.6,1.4,0.6,0.8,5.0,5.4
Altay,12.2,9.2,3.2,2.8,6.6,3.6,0.0,0.0,2.2,1.8,0.0,0.0,0.6,0.6,2.0,0.6,6.0,5.4
Umraniyespor,16.2,10.4,6.6,3.6,6.6,3.6,0.0,0.0,1.6,2.4,0.0,0.0,3.0,0.8,0.2,1.8,5.0,3.2
Boulogne,14.8,8.6,3.8,2.4,4.4,3.0,0.0,0.0,1.0,1.4,0.0,0.4,0.4,0.8,0.6,2.2,6.2,4.2
Castellon,13.4,7.4,3.8,2.8,6.2,2.8,0.0,0.0,0.6,1.8,0.2,0.0,0.4,0.8,0.4,3.0,6.0,3.0
Pacos Ferreira,14.4,10.2,4.8,3.4,8.0,4.4,0.0,0.0,3.0,3.0,0.2,0.2,4.0,0.6,0.4,3.0,0.6,2.8
Barcelona B,9.8,13.0,2.6,6.2,3.8,6.0,0.0,0.0,2.6,2.2,0.0,0.0,1.4,0.4,0.6,0.6,5.4,4.8
Wehen,18.6,9.6,4.4,4.4,6.8,5.0,0.0,0.0,1.2,2.0,0.0,0.2,0.4,1.0,0.6,1.0,5.8,2.8
Panserraikos,10.4,10.2,4.6,2.8,3.4,3.8,0.0,0.0,3.0,3.8,0.4,0.4,1.2,0.2,0.4,3.6,4.4,2.6
Casa Pia,12.4,11.0,3.0,4.2,6.0,2.8,0.0,0.0,2.2,3.2,0.0,0.2,1.0,0.6,1.2,1.2,3.2,4.4
Concarneau,11.4,13.2,4.8,5.2,6.0,4.4,0.0,0.0,1.4,1.4,0.2,0.2,0.4,1.2,1.0,2.4,7.2,4.0
Pendikspor,10.4,12.0,2.8,4.4,4.2,4.6,0.0,0.0,1.6,2.0,0.2,0.2,3.0,1.0,0.4,1.8,2.8,3.6
Guiseley,12.6,11.4,5.0,5.2,5.4,2.4,0.0,0.0,1.2,1.2,0.0,0.0,0.8,0.6,0.2,2.4,4.6,2.8
Beziers,11.0,9.2,4.8,3.2,1.2,3.6,0.0,0.0,2.0,2.6,0.2,0.2,0.8,1.8,0.8,1.6,5.4,4.2
Berwick,8.4,13.2,3.4,6.4,3.6,6.4,0.0,0.0,1.6,1.4,0.0,0.0,0.6,1.6,2.4,0.2,6.0,5.6
Karabukspor,13.2,5.6,7.8,2.4,8.0,1.4,0.0,0.0,2.2,1.6,0.0,0.0,5.6,0.8,0.2,10.8,4.6,1.4
Sedan,12.8,8.2,6.2,3.8,4.8,3.0,0.0,0.0,1.6,2.4,0.0,0.2,1.4,0.4,0.4,2.0,5.2,4.6
Farense,12.6,13.4,6.6,4.4,7.6,6.2,0.0,0.0,3.8,2.4,0.2,0.4,2.2,1.4,0.6,2.6,5.4,4.6
Aachen,18.6,13.0,10.8,6.4,5.6,4.0,0.0,0.0,1.2,1.8,0.0,0.0,1.4,0.8,0.2,1.6,6.0,3.4
Leonesa,10.6,8.6,3.2,2.4,6.0,3.8,0.0,0.0,3.4,3.8,0.6,0.6,3.0,0.2,0.6,4.2,2.0,3.2
NAC Breda,19.4,11.2,6.6,3.4,8.2,5.0,0.0,0.0,2.8,3.2,0.2,0.0,2.6,1.0,2.2,0.6,4.6,4.0
Platanias,14.0,6.2,6.2,3.6,5.6,4.6,0.0,0.0,2.6,3.4,0.0,0.2,1.4,1.0,0.6,1.8,5.8,2.4
St. Albans,8.8,5.6,3.6,2.4,5.8,3.6,0.0,0.0,0.4,1.0,0.0,0.0,1.4,0.2,0.2,2.2,5.2,4.0
CZ Jena,13.8,10.4,8.2,7.2,6.2,3.6,0.0,0.0,1.8,2.2,0.0,0.0,1.6,0.2,0.2,1.8,4.2,4.2
Gretna,10.8,7.6,5.0,2.8,5.0,4.0,0.0,0.0,1.0,1.2,0.0,0.0,3.2,0.2,0.2,2.4,4.2,3.6
Murcia,10.2,11.2,3.4,5.2,4.6,5.6,0.0,0.0,1.8,2.2,1.0,0.0,0.4,1.0,1.0,3.8,5.6,2.2
Boreham Wood,7.8,8.0,3.6,3.6,4.2,6.4,0.0,0.0,1.8,0.8,0.0,0.0,0.8,0.8,1.2,0.6,4.6,6.2
Red Star,11.4,10.0,5.2,4.6,3.2,4.2,0.0,0.0,2.0,1.2,0.2,0.2,0.8,3.0,0.8,2.6,7.2,3.0
Estrela,10.6,15.0,4.2,4.8,5.0,4.8,0.0,0.0,2.0,1.8,0.4,0.2,0.2,2.8,3.2,0.2,7.0,5.2
Hercules,9.8,17.4,4.4,7.0,5.6,5.8,0.0,0.0,1.4,2.8,0.6,0.0,0.6,0.8,3.2,1.2,4.2,6.2
Burghausen,15.4,15.8,10.2,9.4,4.8,5.4,0.0,0.0,2.0,2.0,0.0,0.2,0.8,2.2,0.4,5.6,7.2,2.0
